IGNORANCE TYPE	ANNOTATION COUNT
question_answered_by_this_work	2
superficial_relationship	2
probable_understanding	4
explicit_question	6
difficult_task	2
anomaly_curious_finding	1
problem_complication	8
incomplete_evidence	12
alternative_options_controversy	1
important_consideration	4
full_unknown	2
future_prediction	1
