IGNORANCE TYPE	ANNOTATION COUNT
incomplete_evidence	136
probable_understanding	47
superficial_relationship	99
future_prediction	4
anomaly_curious_finding	7
question_answered_by_this_work	48
alternative_options_controversy	33
problem_complication	12
future_work	12
difficult_task	8
important_consideration	9
full_unknown	47
explicit_question	14
