IGNORANCE TYPE	ANNOTATION COUNT
question_answered_by_this_work	20
anomaly_curious_finding	5
future_work	16
superficial_relationship	49
incomplete_evidence	70
urgent_call_to_action	6
explicit_question	32
problem_complication	2
controversy	10
alternative_options	8
full_unknown	3
probable_understanding	3
difficult_task	1
future_prediction	2
